移动,#genre#
天津卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225740/index.m3u8
天津卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226459/index.m3u8
天津卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226204/index.m3u8
天津卫视,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000000831&livemode=1&stbId=3
天津卫视,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000003475&livemode=1&stbId=3
东南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u8
东南卫视,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000002000009263&livemode=1&stbId=3
东方卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225735/index.m3u8
东方卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226345/index.m3u8
东方卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226217/index.m3u8
东方卫视,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000030202&livemode=1&stbId=3
东方卫视,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000005866&livemode=1&stbId=3
江苏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225613/index.m3u8
江苏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226310/index.m3u8
江苏卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225800/index.m3u8
江苏卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226200/index.m3u8
江苏卫视,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000004684&livemode=1&stbId=3
江苏卫视,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000001828&livemode=1&stbId=3
浙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225612/index.m3u8
浙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226339/index.m3u8
浙江卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225798/index.m3u8
浙江卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226199/index.m3u8
浙江卫视,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000009806&livemode=1&stbId=3
浙江卫视,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000014260&livemode=1&stbId=3
安徽卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226391/index.m3u8
安徽卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226203/index.m3u8
安徽卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226196/index.m3u8
安徽卫视,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000020780&livemode=1&stbId=3
安徽卫视,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000030159&livemode=1&stbId=3
河北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226406/index.m3u8
河南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226480/index.m3u8
广东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8
广东卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225803/index.m3u8
广东卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226216/index.m3u8
广东卫视,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000028357&livemode=1&stbId=3
广东卫视,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000014176&livemode=1&stbId=3
广西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226380/index.m3u8
深圳卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225739/index.m3u8
深圳卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/index.m3u8
深圳卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225801/index.m3u8
深圳卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226205/index.m3u8
深圳卫视,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000011645&livemode=1&stbId=3
深圳卫视,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000009227&livemode=1&stbId=3
湖北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225627/index.m3u8
湖北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226477/index.m3u8
湖北卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226194/index.m3u8
湖北卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226206/index.m3u8
湖北卫视,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000010355&livemode=1&stbId=3
湖北卫视,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000024621&livemode=1&stbId=3
湖南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225610/index.m3u8
湖南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226307/index.m3u8
湖南卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225799/index.m3u8
湖南卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226211/index.m3u8
湖南卫视,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000009115&livemode=1&stbId=3
湖南卫视,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000032695&livemode=1&stbId=3
四川卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226338/index.m3u8
四川卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225768/index.m3u8
重庆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226409/index.m3u8
重庆卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226202/index.m3u8
重庆卫视,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000002000018937&livemode=1&stbId=3
江西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226344/index.m3u8
江西卫视,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000013731&livemode=1&stbId=3
山西卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225763/index.m3u8
山西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225624/index.m3u8
山西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226392/index.m3u8
山东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226456/index.m3u8
山东卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226209/index.m3u8
山东卫视,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000012807&livemode=1&stbId=3
贵州卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226474/index.m3u8
云南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226444/index.m3u8
云南卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225751/index.m3u8
青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8
青海卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225794/index.m3u8
青海卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225628/index.m3u8
青海卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226323/index.m3u8
海南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8
海南卫视,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=bestzb&Contentid=5000000004000006211&livemode=1&stbId=3
宁夏卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225748/index.m3u8
宁夏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225632/index.m3u8
宁夏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226454/index.m3u8
甘肃卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225633/index.m3u8
陕西卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225821/index.m3u8
陕西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226457/index.m3u8
吉林卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226397/index.m3u8
辽宁卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226546/index.m3u8
辽宁卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226201/index.m3u8
辽宁卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226210/index.m3u8
辽宁卫视,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000002000024033&livemode=1&stbId=3
新疆卫视,http://live.qiyuevod.com/wantv/xjtv.php?id=xjws
新疆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225635/index.m3u8
新疆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226460/index.m3u8
西藏卫视,http://live.qiyuevod.com/wantv/xztv.php?id=0
西藏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225638/index.m3u8
西藏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226433/index.m3u8
西藏卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226212/index.m3u8
内蒙古卫视,http://live.qiyuevod.com/wantv/nmgtv.php?id=nmgws
内蒙古卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225634/index.m3u8
内蒙古卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226389/index.m3u8
内蒙古卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225786/index.m3u8
黑龙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226327/index.m3u8
黑龙江卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225802/index.m3u8
黑龙江卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226215/index.m3u8
黑龙江卫视,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000009082&livemode=1&stbId=3
黑龙江卫视,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000001925&livemode=1&stbId=3

联通,#genre#
CCTV-1,http://live.qiyuevod.com/wantv/cqtv.php?id=cctv1HD
CCTV-2,http://live.qiyuevod.com/wantv/cqtv.php?id=cctv2HD
CCTV-3,http://live.qiyuevod.com/wantv/cqtv.php?id=cctv3HD
CCTV-4,http://live.qiyuevod.com/wantv/cqtv.php?id=cctv4HD
CCTV-5,http://live.qiyuevod.com/wantv/cqtv.php?id=cctv5HD
CCTV-5+,http://live.qiyuevod.com/wantv/cqtv.php?id=cctv5SportHD
CCTV-6,http://live.qiyuevod.com/wantv/cqtv.php?id=cctv6HD
CCTV-7,http://live.qiyuevod.com/wantv/cqtv.php?id=cctv7HD
CCTV-8,http://live.qiyuevod.com/wantv/cqtv.php?id=cctv8HD
CCTV-9,http://live.qiyuevod.com/wantv/cqtv.php?id=cctv9HD
CCTV-10,http://live.qiyuevod.com/wantv/cqtv.php?id=cctv10HD
CCTV-11,http://live.qiyuevod.com/wantv/cqtv.php?id=cctv11HD
CCTV-12,http://live.qiyuevod.com/wantv/cqtv.php?id=cctv12HD
CCTV-13,http://live.qiyuevod.com/wantv/cqtv.php?id=cctvnewsHD
CCTV-14,http://live.qiyuevod.com/wantv/cqtv.php?id=cctvseHD
CCTV-15,http://live.qiyuevod.com/wantv/cqtv.php?id=cctv15HD
CCTV-16,http://live.qiyuevod.com/wantv/cqtv.php?id=cctv16HD
CCTV-17,http://live.qiyuevod.com/wantv/cqtv.php?id=cctv17HD
北京卫视,http://live.qiyuevod.com/wantv/cqtv.php?id=beijingHD
天津卫视,http://live.qiyuevod.com/wantv/cqtv.php?id=tianjinHD
东方卫视,http://live.qiyuevod.com/wantv/cqtv.php?id=shanghaiHD
东南卫视,http://live.qiyuevod.com/wantv/cqtv.php?id=dongnanHD
江苏卫视,http://live.qiyuevod.com/wantv/cqtv.php?id=jiangsuHD
浙江卫视,http://live.qiyuevod.com/wantv/cqtv.php?id=zhejiangHD
安徽卫视,http://live.qiyuevod.com/wantv/cqtv.php?id=anhuiSD
河北卫视,http://live.qiyuevod.com/wantv/cqtv.php?id=hebeiSD
河南卫视,http://live.qiyuevod.com/wantv/cqtv.php?id=henanHD
广东卫视,http://live.qiyuevod.com/wantv/cqtv.php?id=guangdongHD
广西卫视,http://live.qiyuevod.com/wantv/cqtv.php?id=guangxiHD
深圳卫视,http://live.qiyuevod.com/wantv/cqtv.php?id=shenzhenHD
山西卫视,http://live.qiyuevod.com/wantv/cqtv.php?id=shanxiSD
江西卫视,http://live.qiyuevod.com/wantv/cqtv.php?id=jiangxiHD
湖北卫视,http://live.qiyuevod.com/wantv/cqtv.php?id=hubeiSD
湖南卫视,http://live.qiyuevod.com/wantv/cqtv.php?id=hunanHD
四川卫视,http://live.qiyuevod.com/wantv/cqtv.php?id=sichuanHD
重庆卫视,http://live.qiyuevod.com/wantv/cqtv.php?id=chongqingHD
海南卫视,http://live.qiyuevod.com/wantv/cqtv.php?id=hainanSD
宁夏卫视,http://live.qiyuevod.com/wantv/cqtv.php?id=ningxia
青海卫视,http://live.qiyuevod.com/wantv/cqtv.php?id=qinghaiSD
贵州卫视,http://live.qiyuevod.com/wantv/cqtv.php?id=guizhouHD
吉林卫视,http://live.qiyuevod.com/wantv/cqtv.php?id=jilinHD
辽宁卫视,http://live.qiyuevod.com/wantv/cqtv.php?id=liaoningHD
新疆卫视,http://live.qiyuevod.com/wantv/cqtv.php?id=xinjiangSD
西藏卫视,http://live.qiyuevod.com/wantv/cqtv.php?id=xizangSD
黑龙江卫视,http://live.qiyuevod.com/wantv/cqtv.php?id=heilongjiangHD

电信,#genre#
CCTV-1,http://live.qiyuevod.com/wantv/astv.php?id=cctv1hd
CCTV-2,http://live.qiyuevod.com/wantv/astv.php?id=cctv2hd
CCTV-3,http://live.qiyuevod.com/wantv/astv.php?id=cctv3hd
CCTV-4,http://live.qiyuevod.com/wantv/astv.php?id=cctv4hd
CCTV-5,http://live.qiyuevod.com/wantv/astv.php?id=cctv5hd
CCTV-5+,http://live.qiyuevod.com/wantv/astv.php?id=cctv5p
CCTV-6,http://live.qiyuevod.com/wantv/astv.php?id=cctv6hd
CCTV-7,http://live.qiyuevod.com/wantv/astv.php?id=cctv7hd
CCTV-8,http://live.qiyuevod.com/wantv/astv.php?id=cctv8hd
CCTV-9,http://live.qiyuevod.com/wantv/astv.php?id=cctv9hd
CCTV-10,http://live.qiyuevod.com/wantv/astv.php?id=cctv10hd
CCTV-11,http://live.qiyuevod.com/wantv/astv.php?id=cctv11hd
CCTV-12,http://live.qiyuevod.com/wantv/astv.php?id=cctv12hd
CCTV-13,http://live.qiyuevod.com/wantv/astv.php?id=cctv13hd
CCTV-14,http://live.qiyuevod.com/wantv/astv.php?id=cctv14hd
CCTV-15,http://live.qiyuevod.com/wantv/astv.php?id=cctv15hd
CCTV-16,http://live.qiyuevod.com/wantv/astv.php?id=cctv16hd
CCTV-17,http://live.qiyuevod.com/wantv/astv.php?id=cctv17hd
北京卫视,http://live.qiyuevod.com/wantv/astv.php?id=bjwshd
东方卫视,http://live.qiyuevod.com/wantv/astv.php?id=dfwshd
东南卫视,http://live.qiyuevod.com/wantv/astv.php?id=dnwshd
江苏卫视,http://live.qiyuevod.com/wantv/astv.php?id=jswshd
浙江卫视,http://live.qiyuevod.com/wantv/astv.php?id=zjwshd
安徽卫视,http://live.qiyuevod.com/wantv/astv.php?id=ahwshd
河南卫视,http://live.qiyuevod.com/wantv/astv.php?id=hnws
天津卫视,http://live.qiyuevod.com/wantv/astv.php?id=tjwshd
重庆卫视,http://live.qiyuevod.com/wantv/astv.php?id=cqws
湖南卫视,http://live.qiyuevod.com/wantv/astv.php?id=hunwshd
湖北卫视,http://live.qiyuevod.com/wantv/astv.php?id=hubwshd
江西卫视,http://live.qiyuevod.com/wantv/astv.php?id=jxws
厦门卫视,http://live.qiyuevod.com/wantv/astv.php?id=xmws
广东卫视,http://live.qiyuevod.com/wantv/astv.php?id=gdwshd
深圳卫视,http://live.qiyuevod.com/wantv/astv.php?id=szwshd
广西卫视,http://live.qiyuevod.com/wantv/astv.php?id=gxws
吉林卫视,http://live.qiyuevod.com/wantv/astv.php?id=jlws
辽宁卫视,http://live.qiyuevod.com/wantv/astv.php?id=lnwshd
云南卫视,http://live.qiyuevod.com/wantv/astv.php?id=ynws
贵州卫视,http://live.qiyuevod.com/wantv/astv.php?id=gzwshd
四川卫视,http://live.qiyuevod.com/wantv/astv.php?id=scws
山东卫视,http://live.qiyuevod.com/wantv/astv.php?id=sdwshd
山西卫视,http://live.qiyuevod.com/wantv/astv.php?id=sxiws
河北卫视,http://live.qiyuevod.com/wantv/astv.php?id=hbwshd
陕西卫视,http://live.qiyuevod.com/wantv/astv.php?id=sxws
青海卫视,http://live.qiyuevod.com/wantv/astv.php?id=qhws
甘肃卫视,http://live.qiyuevod.com/wantv/astv.php?id=gsws
宁夏卫视,http://live.qiyuevod.com/wantv/astv.php?id=nxws
海南卫视,http://live.qiyuevod.com/wantv/astv.php?id=hinws
新疆卫视,http://live.qiyuevod.com/wantv/astv.php?id=xjws
康巴卫视,http://live.qiyuevod.com/wantv/astv.php?id=kbws
兵团卫视,http://live.qiyuevod.com/wantv/astv.php?id=btws
三沙卫视,http://live.qiyuevod.com/wantv/astv.php?id=ssws
西藏卫视,http://live.qiyuevod.com/wantv/astv.php?id=xzws
内蒙古卫视,http://live.qiyuevod.com/wantv/astv.php?id=nmws
黑龙江卫视,http://live.qiyuevod.com/wantv/astv.php?id=hljwshd

备用,#genre#
CCTV-1,http://live.qiyuevod.com/wantv/bstv.php?id=cctv1hd8m/8000000
CCTV-2,http://live.qiyuevod.com/wantv/bstv.php?id=cctv2hd8m/8000000
CCTV-3,http://live.qiyuevod.com/wantv/bstv.php?id=cctv38m/8000000
CCTV-4,http://live.qiyuevod.com/wantv/bstv.php?id=cctv4hd8m/8000000
CCTV-5,http://live.qiyuevod.com/wantv/bstv.php?id=cctv58m/8000000
